"","X","id","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"909",70047,71057,"City Hotel",1,141,2017,"June",26,27,2,5,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",130,0,0,"Canceled","2017-02-06"
"910",36739,37474,"Resort Hotel",0,208,2017,"June",24,14,1,4,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","314","NULL",0,"Transient",90,0,0,"Check-Out","2017-06-19"
"911",90058,91634,"City Hotel",0,19,2016,"June",26,22,0,2,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","215","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-06-24"
"912",90081,91657,"City Hotel",0,19,2016,"June",26,22,0,2,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","215","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-06-24"
"913",68645,69653,"City Hotel",1,348,2017,"June",22,3,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-05-16"
"914",68614,69622,"City Hotel",1,129,2017,"June",22,2,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"915",69865,70875,"City Hotel",1,149,2017,"June",25,24,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",130,0,0,"Canceled","2017-02-06"
"916",89995,91570,"City Hotel",0,18,2016,"June",26,23,0,1,2,1,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,1,"Check-Out","2016-06-24"
"917",89678,91248,"City Hotel",0,150,2016,"June",25,16,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-06-19"
"918",69627,70637,"City Hotel",1,46,2017,"June",25,20,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",90,0,0,"Canceled","2017-06-06"
"919",70123,71133,"City Hotel",1,368,2017,"June",26,28,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-06-06"
"920",70165,71175,"City Hotel",1,121,2017,"June",26,29,0,1,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",230,0,0,"Canceled","2017-02-28"
"921",69348,70358,"City Hotel",1,320,2017,"June",24,15,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-01-12"
"922",90056,91632,"City Hotel",0,19,2016,"June",26,22,0,2,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"No Deposit","215","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-06-24"
"923",37108,37846,"Resort Hotel",0,21,2017,"June",26,30,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","168","NULL",0,"Transient",130,1,0,"Check-Out","2017-07-01"
"924",90140,91717,"City Hotel",0,265,2016,"June",26,24,0,2,1,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","6","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-06-26"
"925",69098,70107,"City Hotel",1,37,2017,"June",23,9,2,2,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2017-05-03"
"926",89679,91249,"City Hotel",0,150,2016,"June",25,16,0,3,2,0,0,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-06-19"
"927",89522,91091,"City Hotel",0,11,2016,"June",25,14,0,3,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","51",0,"Transient-Party",90,0,0,"Check-Out","2016-06-17"
"928",70055,71065,"City Hotel",1,141,2017,"June",26,27,2,5,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",130,0,0,"Canceled","2017-02-06"
"929",52081,53040,"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","119","NULL",39,"Transient",130,0,0,"Canceled","2016-01-18"
"930",111595,113587,"City Hotel",0,35,2017,"June",23,4,2,3,1,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2017-06-09"
"931",36333,37062,"Resort Hotel",0,4,2017,"June",23,5,1,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","241","NULL",0,"Transient",128,0,1,"Check-Out","2017-06-09"
"932",69875,70885,"City Hotel",1,149,2017,"June",25,24,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",130,0,0,"Canceled","2017-06-23"
"933",111593,113585,"City Hotel",0,15,2017,"June",23,7,0,2,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","484","NULL",0,"Transient-Party",130,0,0,"Check-Out","2017-06-09"
"934",52039,52998,"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","119","NULL",39,"Transient",130,0,0,"Canceled","2016-01-18"
"935",51496,52454,"City Hotel",1,213,2016,"June",24,7,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",62,"Transient",130,0,0,"Canceled","2016-01-08"
"936",89674,91244,"City Hotel",0,150,2016,"June",25,16,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","12","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-06-19"
"937",51486,52444,"City Hotel",1,213,2016,"June",24,7,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",62,"Transient",130,0,0,"Canceled","2016-01-08"
"938",69882,70892,"City Hotel",1,129,2017,"June",25,24,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","30","NULL",0,"Transient",130,0,0,"Canceled","2017-02-15"
"939",52128,53087,"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","119","NULL",39,"Transient",130,0,0,"Canceled","2016-01-18"
"940",90148,91725,"City Hotel",0,265,2016,"June",26,24,0,2,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","B",1,"No Deposit","6","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-06-26"
"941",52130,53089,"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","119","NULL",39,"Transient",130,0,0,"Canceled","2016-01-18"
"942",113045,115052,"City Hotel",0,186,2017,"June",26,28,0,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9","NULL",0,"Transient-Party",166.5,0,0,"Check-Out","2017-07-01"
"943",113123,115131,"City Hotel",0,88,2017,"June",26,30,0,2,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9","NULL",0,"Transient",230,0,0,"Check-Out","2017-07-02"
"944",70119,71129,"City Hotel",1,368,2017,"June",26,28,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-06-06"
"945",68657,69665,"City Hotel",1,348,2017,"June",22,3,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-05-16"
"946",70097,71107,"City Hotel",1,368,2017,"June",26,28,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-06-06"
"947",52067,53026,"City Hotel",1,188,2016,"June",25,15,0,2,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","119","NULL",39,"Transient",130,0,0,"Canceled","2016-01-18"
"948",69256,70266,"City Hotel",1,422,2017,"June",24,13,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-05-05"
"949",52629,53591,"City Hotel",1,121,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",90,0,0,"Canceled","2016-05-03"
"950",36421,37150,"Resort Hotel",0,4,2017,"June",23,6,0,3,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","C",0,"No Deposit","NULL","NULL",0,"Transient",128,0,0,"Check-Out","2017-06-09"
"951",52618,53580,"City Hotel",1,121,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",1,"Non Refund","3","NULL",0,"Transient",90,0,0,"Canceled","2016-05-03"
"952",69346,70356,"City Hotel",1,320,2017,"June",24,15,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-01-12"
"953",69645,70655,"City Hotel",1,46,2017,"June",25,20,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",90,0,0,"Canceled","2017-06-06"
"954",69868,70878,"City Hotel",1,149,2017,"June",25,24,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",130,0,0,"Canceled","2017-02-06"
"955",14166,14364,"Resort Hotel",1,0,2016,"June",24,5,1,0,1,0,0,"BB","NULL","Direct","Corporate",0,0,1,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Canceled","2016-06-05"
"956",52615,53577,"City Hotel",1,121,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",90,0,0,"Canceled","2016-05-03"
"957",69055,70064,"City Hotel",1,178,2017,"June",23,9,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","86","NULL",0,"Transient",130,0,0,"Canceled","2016-12-13"
"958",52617,53579,"City Hotel",1,121,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","B",1,"Non Refund","3","NULL",0,"Transient",90,0,0,"Canceled","2016-05-03"
"959",69343,70353,"City Hotel",1,320,2017,"June",24,15,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-01-12"
"960",69605,70615,"City Hotel",1,210,2017,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"961",52303,53264,"City Hotel",1,350,2016,"June",25,17,0,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",0,"Transient",130,0,0,"Canceled","2015-08-11"
"962",112086,114084,"City Hotel",0,422,2017,"June",24,13,0,4,2,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","A",3,"No Deposit","229","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-06-17"
"963",112128,114127,"City Hotel",0,47,2017,"June",24,15,0,2,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2017-06-17"
"964",68650,69658,"City Hotel",1,348,2017,"June",22,3,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-05-16"
"965",6543,6691,"Resort Hotel",0,232,2016,"June",26,24,4,10,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",90,0,2,"Check-Out","2016-07-08"
"966",70171,71181,"City Hotel",1,121,2017,"June",26,29,0,1,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",230,0,0,"Canceled","2017-03-01"
"967",68660,69668,"City Hotel",1,348,2017,"June",22,3,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-05-16"
"968",69877,70887,"City Hotel",1,129,2017,"June",25,24,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","30","NULL",0,"Transient",130,0,0,"Canceled","2017-02-15"
"969",69603,70613,"City Hotel",1,210,2017,"June",25,19,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"970",69668,70678,"City Hotel",1,192,2017,"June",25,20,2,7,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",166.5,0,1,"Canceled","2017-05-08"
"971",69047,70056,"City Hotel",1,178,2017,"June",23,9,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","86","NULL",0,"Transient",130,0,0,"Canceled","2016-12-13"
"972",51507,52465,"City Hotel",1,213,2016,"June",24,7,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","19","NULL",62,"Transient",130,0,0,"Canceled","2016-01-08"
"973",52626,53588,"City Hotel",1,121,2016,"June",26,24,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","3","NULL",0,"Transient",90,0,0,"Canceled","2016-05-03"
"974",70053,71063,"City Hotel",1,141,2017,"June",26,27,2,5,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",130,0,0,"Canceled","2017-02-06"
"975",111594,113586,"City Hotel",0,15,2017,"June",23,7,0,2,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","484","NULL",0,"Transient-Party",130,0,0,"Check-Out","2017-06-09"
"976",112016,114014,"City Hotel",0,37,2017,"June",24,14,0,2,2,0,0,"BB","KOR","Direct","Direct",0,0,0,"A","A",1,"No Deposit","14","NULL",0,"Transient",130,0,0,"Check-Out","2017-06-16"
"977",111770,113764,"City Hotel",0,175,2017,"June",23,9,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",130,0,0,"Check-Out","2017-06-11"
"978",68615,69623,"City Hotel",1,129,2017,"June",22,2,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","154","NULL",0,"Transient",130,0,0,"Canceled","2017-01-24"
"979",112661,114663,"City Hotel",0,175,2017,"June",25,22,0,3,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",166.5,0,0,"Check-Out","2017-06-25"
"980",68627,69635,"City Hotel",1,271,2017,"June",22,3,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient",90,0,0,"Canceled","2017-05-09"
"981",70121,71131,"City Hotel",1,368,2017,"June",26,28,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-06-06"
"982",47630,48576,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"983",106384,108317,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"984",105249,107165,"City Hotel",0,174,2017,"March",10,5,2,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-03-09"
"985",64189,65186,"City Hotel",1,16,2017,"March",13,27,1,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,0,"Canceled","2017-03-14"
"986",47331,48273,"City Hotel",1,5,2016,"March",12,19,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",90,0,0,"Canceled","2016-03-14"
"987",47592,48538,"City Hotel",1,161,2016,"March",13,25,1,2,3,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"988",63305,64301,"City Hotel",1,204,2017,"March",10,5,1,0,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-09-28"
"989",47642,48588,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"990",64286,65283,"City Hotel",1,80,2017,"March",13,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",90,0,0,"Canceled","2017-01-10"
"991",64288,65285,"City Hotel",1,80,2017,"March",13,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",90,0,0,"Canceled","2017-01-10"
"992",84083,85522,"City Hotel",0,8,2016,"March",12,15,0,2,1,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",54.5,0,1,"Check-Out","2016-03-17"
"993",34162,34854,"Resort Hotel",0,15,2017,"March",13,30,2,6,1,0,0,"SC","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","NULL","523",0,"Transient-Party",90,0,0,"Check-Out","2017-04-07"
"994",106433,108366,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"995",47655,48601,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"996",84500,85955,"City Hotel",0,23,2016,"March",13,22,0,3,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","G",0,"No Deposit","9","NULL",0,"Transient",230,0,0,"Check-Out","2016-03-25"
"997",47423,48368,"City Hotel",1,251,2016,"March",13,22,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",93,"Transient",90,0,0,"Canceled","2015-10-16"
"998",106364,108297,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"999",106361,108294,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"1000",47585,48531,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1001",106362,108295,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"1002",64300,65297,"City Hotel",1,80,2017,"March",13,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",90,0,0,"Canceled","2017-01-10"
"1003",64144,65141,"City Hotel",1,278,2017,"March",12,25,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-02-13"
"1004",105285,107201,"City Hotel",0,5,2017,"March",10,7,0,2,1,0,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"D","D",1,"No Deposit","85","NULL",0,"Transient",90,0,1,"Check-Out","2017-03-09"
"1005",33666,34347,"Resort Hotel",0,15,2017,"March",12,19,2,0,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250","NULL",0,"Transient",90,0,2,"Check-Out","2017-03-21"
"1006",106380,108313,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"1007",47660,48606,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1008",64134,65131,"City Hotel",1,278,2017,"March",12,25,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","6","NULL",0,"Transient",90,0,0,"Canceled","2017-02-13"
"1009",105445,107362,"City Hotel",0,16,2017,"March",10,10,0,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128,0,1,"Check-Out","2017-03-12"
"1010",105248,107164,"City Hotel",0,174,2017,"March",10,5,2,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-03-09"
"1011",47638,48584,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1012",106341,108274,"City Hotel",0,30,2017,"March",12,24,0,1,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","E",1,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-25"
"1013",106309,108242,"City Hotel",0,116,2017,"March",12,24,0,2,1,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","171","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-26"
"1014",83958,85391,"City Hotel",0,33,2016,"March",11,12,1,1,2,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","E",0,"No Deposit","14","NULL",0,"Transient",90,0,0,"Check-Out","2016-03-14"
"1015",83373,84801,"City Hotel",0,0,2016,"March",10,3,0,1,1,0,0,"BB","LBY","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-03-04"
"1016",64290,65287,"City Hotel",1,80,2017,"March",13,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",90,0,0,"Canceled","2017-01-10"
"1017",33845,34529,"Resort Hotel",0,15,2017,"March",13,27,1,0,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250","NULL",0,"Transient-Party",90,0,0,"Check-Out","2017-03-28"
"1018",47432,48377,"City Hotel",1,251,2016,"March",13,22,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",93,"Transient",90,0,0,"Canceled","2015-10-16"
"1019",47611,48557,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1020",105250,107166,"City Hotel",0,174,2017,"March",10,5,2,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-03-09"
"1021",63465,64461,"City Hotel",1,260,2017,"March",10,10,0,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-06-26"
"1022",47639,48585,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1023",84232,85676,"City Hotel",0,115,2016,"March",12,18,0,2,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-03-20"
"1024",105247,107163,"City Hotel",0,174,2017,"March",10,5,2,2,2,0,0,"BB","FRA","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,1,"Check-Out","2017-03-09"
"1025",47602,48548,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1026",47581,48527,"City Hotel",1,161,2016,"March",13,25,1,2,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","12","NULL",101,"Transient",130,0,0,"Canceled","2016-02-10"
"1027",84512,85967,"City Hotel",0,2,2016,"March",13,20,2,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-03-25"
